Latitude,Longitude,Sample,SiO2,Al2O3,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,LOI,V,Cr,Co,Ni,Cu,Pb,Zn,Rb,Sr,Cs,Y,Zr,Nb,Ba,Hf,Ta,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,SOM_Cluster,Plumbing_System,Geochemical_Group,Province,LaYb,Xwmerckm,Ywmerckm,LaYb10plus,LaYb10minus,HT,LT,X,S1,S2,S3,S4
-27.59,-48.43,FL-114,53.83,14.36,11.83,0.14,4.54,7.99,2.97,1.56,3.4,0.58,1.44,,78,,68,,,,37.5,680,,-3177.5952895831,271,23.9,536,,,,,,,,,,,,,,,,,,,SA1,Florianópolis dike swarm,HT,Paraná,,-5391.20293911824,-3177.5952895831,,,3.4,,-5391.20293911824,,,,
-27.47,-48.37,FL-117,52.47,13.12,13.87,0.24,4.91,8.54,2.81,1.33,3.74,0.37,1.25,,59,37,56,,,,43.6,605,,-3162.61064075539,281,22.2,602,7.67,1.84,3.9,0.77,38,85,,46,9.5,2.9,,1.56,,,,,2.7,0.34,SA1,Florianópolis dike swarm,HT,Paraná,14.0740740740741,-5384.52376967064,-3162.61064075539,14.0740740740741,,3.74,,-5384.52376967064,,,,
-27.47,-48.37,FL-118,53.57,14.04,11.9,0.14,5.01,8.09,2.83,1.71,3.4,0.52,1.18,,51,36.55,59,,,,45.4,626,,-3162.61064075539,232,19,547,6.88,1.53,4,1,36,78.22,,45,9.8,3.1,,1.27,,,,,3,0.4,SA1,Florianópolis dike swarm,HT,Paraná,12,-5384.52376967064,-3162.61064075539,12,,3.4,,-5384.52376967064,,,,
-27.47,-48.37,FL-120,53.31,13.37,12.84,0.16,4.97,7.61,3.1,1.96,3.43,0.55,1.4,,45,39,48,,,,68.3,578,,-3162.61064075539,282,23.05,604,7.6,1.86,4.07,0.94,43,92,,47,9.9,3.4,,1.5,,,,,2.6,0.39,SA1,Florianópolis dike swarm,HT,Paraná,16.5384615384615,-5384.52376967064,-3162.61064075539,16.5384615384615,,3.43,,-5384.52376967064,,,,
-27.47,-48.37,FL-121,53.26,13.1,14.97,0.19,4.51,7.55,2.79,1.6,3.13,0.41,1.47,,27,43.6,37,,,,39.3,390,,-3162.61064075539,235,17.93,440,7.77,1.5,4.1,0.97,32.79,80.39,,38.82,8.84,2.77,,1.42,,,,,2.76,0.44,SA1,Florianópolis dike swarm,HT,Paraná,11.8804347826087,-5384.52376967064,-3162.61064075539,11.8804347826087,,3.13,,-5384.52376967064,,,,
-27.47,-48.37,FL-122,53.59,13.82,11.82,0.14,5.23,7.88,3.07,1.65,3.42,0.58,1.2,,82,37.23,74,,,,30.3,737,,-3162.61064075539,248,21,633,7.22,1.65,3.7,0.8,40.8,70.57,,59,10.4,3.5,,1.29,,,,,2.8,0.4,SA1,Florianópolis dike swarm,HT,Paraná,14.5714285714286,-5384.52376967064,-3162.61064075539,14.5714285714286,,3.42,,-5384.52376967064,,,,
-27.47,-48.37,FL-124,53.92,13.27,12.84,0.15,4.93,7.59,2.73,1.92,3.52,0.43,1.23,,71,36,66,,,,56.5,658,,-3162.61064075539,291,24.76,574,7,1.71,4.19,1.11,41,82,,48,9.4,3.8,,1.4,,,,,2.7,0.37,SA1,Florianópolis dike swarm,HT,Paraná,15.1851851851852,-5384.52376967064,-3162.61064075539,15.1851851851852,,3.52,,-5384.52376967064,,,,
-27.45,-48.37,FL-125,53.6,13.43,13.03,0.15,4.33,7.32,2.76,2.16,3.85,0.69,1.38,,45,,50,,,,51.2,794,,-3160.11480422911,336,29.03,745,,,,,,,,,,,,,,,,,,,SA1,Florianópolis dike swarm,HT,Paraná,,-5384.52376967064,-3160.11480422911,,,3.85,,-5384.52376967064,,,,
-27.47,-48.42,FL-126,52.94,14.44,12.66,0.15,4.56,7.62,2.83,1.71,3.77,0.61,1.58,,74,,77,,,,63.8,657,,-3162.61064075539,234,20.49,505,,,,,,,,,,,,,,,,,,,SA1,Florianópolis dike swarm,HT,Paraná,,-5390.08974421031,-3162.61064075539,,,3.77,,-5390.08974421031,,,,
-27.47,-48.42,FL-127,51.8,14.49,12.39,0.15,5.3,8.68,2.65,1.51,3.65,0.63,1.46,,95,42.88,92,,,,48.4,765,,-3162.61064075539,245,21.34,443,7.49,1.76,3.47,0.77,37.42,86.34,,43.74,9.53,3.47,,1.41,,,,,2.44,0.37,SA1,Florianópolis dike swarm,HT,Paraná,15.3360655737705,-5390.08974421031,-3162.61064075539,15.3360655737705,,3.65,,-5390.08974421031,,,,
-27.58,-48.46,FL-128,52.9,14.42,12.64,0.15,4.7,7.56,3.1,1.76,3.46,0.6,1.69,,63,,71,,,,48.4,729,,-3176.34593692237,255,23.9,593,,,,,,,,,,,,,,,,,,,SA1,Florianópolis dike swarm,HT,Paraná,,-5394.54252384204,-3176.34593692237,,,3.46,,-5394.54252384204,,,,
-27.5,-48.46,FL-129,53.12,14.3,12.38,0.15,4.47,7.64,3.03,1.8,3.7,0.66,1.48,,60,,66,,,,39.8,660,,-3166.35525400578,261,23.05,490,,,,,,,,,,,,,,,,,,,SA1,Florianópolis dike swarm,HT,Paraná,,-5394.54252384204,-3166.35525400578,,,3.7,,-5394.54252384204,,,,
-27.48,-48.46,FL-130,52.2,14.39,14.28,0.19,4.02,7.31,3.13,1.59,3.68,0.65,1.86,,14,39.95,24,,,,50.8,496,,-3163.85873065164,254,22.2,442,7.87,1.74,3.41,0.68,36.26,85,,45.41,9.45,3.57,,1.49,,,,,3.11,0.48,SA1,Florianópolis dike swarm,HT,Paraná,11.6591639871383,-5394.54252384204,-3163.85873065164,11.6591639871383,,3.68,,-5394.54252384204,,,,
-27.47,-48.46,FL-131,53.39,13.81,12.39,0.15,5.13,7.89,2.67,1.78,3.44,0.6,1.82,,78,39.31,73,,,,48.1,680,,-3162.61064075539,276,23.9,477,7.19,1.85,4.11,0.92,40.43,91.11,,43.88,10.11,3.14,,1.47,,,,,2.42,0.35,SA1,Florianópolis dike swarm,HT,Paraná,16.7066115702479,-5394.54252384204,-3162.61064075539,16.7066115702479,,3.44,,-5394.54252384204,,,,
-27.46,-48.46,FL-132,53.72,14.48,12.68,0.15,3.48,6.44,3.45,2.45,3.67,0.76,1.69,,22,33,39,,,,86.7,795,,-3161.36266530091,336,27.32,804,7.8,2.12,4.4,1,48,100,,60,10.2,3.7,,1.54,,,,,3,0.42,SA1,Florianópolis dike swarm,HT,Paraná,16,-5394.54252384204,-3161.36266530091,16,,3.67,,-5394.54252384204,,,,
-27.6,-48.48,FL-133,52.58,14.22,12.67,0.15,4.56,8.28,2.79,1.57,3.82,0.64,1.4,,67,40,63,,,,32.7,642,,-3178.84475739622,269,25,481,7.2,1.76,3.78,0.78,34,82,,50,8.6,3.2,,1.5,,,,,2.8,0.38,SA1,Florianópolis dike swarm,HT,Paraná,12.1428571428571,-5396.7689136579,-3178.84475739622,12.1428571428571,,3.82,,-5396.7689136579,,,,
-27.6,-48.48,FL-134,52.49,13.85,12.87,0.15,4.65,8.15,2.83,1.91,3.7,0.7,1.47,,64,36.7,71,,,,43.4,749,,-3178.84475739622,312,26,539,8.17,1.97,4.6,1.25,51,92.23,,67.6,10.2,4.1,,1.62,,,,,3.1,0.43,SA1,Florianópolis dike swarm,HT,Paraná,16.4516129032258,-5396.7689136579,-3178.84475739622,16.4516129032258,,3.7,,-5396.7689136579,,,,
-28.034855,-48.600822,GS4A,52,13.22,14,0.17,4.39,7.75,2.88,1.76,3.65,0.49,1.77,332,60,38,40,,7,,53,722,2.4,-3233.29074393246,284,28,586,7.5,1.9,4.5,1,39.7,85,10.9,45.1,10.1,3.37,9.7,1.4,7.3,1.3,3.3,0.44,2.6,0.35,SA1,Florianópolis dike swarm,HT,Paraná,15.2692307692308,-5410.21875717453,-3233.29074393246,15.2692307692308,,3.65,,-5410.21875717453,,,,
-28.034934,-48.599194,GS5B,52.2,12.66,16.16,0.21,3.47,6.82,2.89,2,3.48,0.53,1.47,406,,34,30,,12,,62,459,3.6,-3233.30065521226,302,29,592,7.8,2,5.8,1.5,42.8,91.1,11.7,49,10.8,3.26,9.8,1.6,8.4,1.5,4.2,0.58,3.6,0.52,SA1,Florianópolis dike swarm,HT,Paraná,11.8888888888889,-5410.03752904352,-3233.30065521226,11.8888888888889,,3.48,,-5410.03752904352,,,,
-28.034934,-48.599194,GS5C,50.7,12.55,16.18,0.2,4.04,7.8,2.83,1.78,3.71,0.47,0.39,489,20,38,30,,12,,52,473,1.6,-3233.30065521226,264,24,529,7,1.8,5.2,1.3,36.4,78.6,9.98,41.6,9.7,2.98,8.8,1.4,7.6,1.4,3.8,0.52,3.2,0.46,SA1,Florianópolis dike swarm,HT,Paraná,11.375,-5410.03752904352,-3233.30065521226,11.375,,3.71,,-5410.03752904352,,,,
-28.034934,-48.599194,GS5E,49.65,14.4,14.32,0.17,4.2,8.92,2.91,1.38,3.89,0.32,0.76,516,,37,40,,,,31,674,0.7,-3233.30065521226,193,18,430,5.3,1.4,3.8,1,27.2,59.6,7.61,32,7.3,2.65,6.7,1,5.7,1,2.9,0.41,2.5,0.35,SA1,Florianópolis dike swarm,HT,Paraná,10.88,-5410.03752904352,-3233.30065521226,10.88,,3.89,,-5410.03752904352,,,,
-28.034934,-48.599194,GS5F,51.47,13.19,14.68,0.19,4.23,8.01,2.97,1.69,3.59,0.47,0.32,460,30,38,40,,8,,43,514,1.2,-3233.30065521226,258,24,538,6.8,1.8,4.7,1.1,35.4,78.1,9.98,41.3,9.1,2.98,8.7,1.3,7.3,1.3,3.7,0.51,3.1,0.45,SA1,Florianópolis dike swarm,HT,Paraná,11.4193548387097,-5410.03752904352,-3233.30065521226,11.4193548387097,,3.59,,-5410.03752904352,,,,
-28.034934,-48.599194,GS5H,51.15,12.49,13.85,0.19,4.57,7.9,2.6,1.72,3.22,0.45,0.59,442,47,43,59,,11.48,,45,465,1.1,-3233.30065521226,269,23,505,7.3,1.5,5,1,37.6,81,9.89,43.1,9.6,2.73,8.9,1.37,7.2,1.4,3.9,0.53,3.1,0.42,SA1,Florianópolis dike swarm,HT,Paraná,12.1290322580645,-5410.03752904352,-3233.30065521226,12.1290322580645,,3.22,,-5410.03752904352,,,,
-28.034934,-48.599194,GS5I,51.55,13.05,14.79,0.19,4.22,7.97,2.84,1.72,3.51,0.46,0.01,464,28,41,54,,8.74,,45,507,1.1,-3233.30065521226,268,26,528,7.1,1.7,5,1,37.4,80.2,10,43.1,9.5,2.91,9.1,1.39,7.3,1.3,3.9,0.52,3.1,0.44,SA1,Florianópolis dike swarm,HT,Paraná,12.0645161290323,-5410.03752904352,-3233.30065521226,12.0645161290323,,3.51,,-5410.03752904352,,,,
-28.025915,-48.601997,GS7A,50.67,12.83,14.75,0.19,4,8.03,2.77,1.65,4.13,0.59,1.55,360,50,37,50,,14,,31,745,1.2,-3232.16918583539,319,31,617,8.5,2.2,5.2,1.1,45.3,97.9,12.6,52.9,11.5,3.75,10.9,1.6,8.1,1.4,3.7,0.49,2.9,0.39,SA1,Florianópolis dike swarm,HT,Paraná,15.6206896551724,-5410.34955757621,-3232.16918583539,15.6206896551724,,4.13,,-5410.34955757621,,,,
-28.025915,-48.601997,GS7B,52.17,13.13,14.2,0.16,4.03,7.6,2.87,1.92,3.93,0.6,1.28,307,40,34,50,,12,,36,808,1.3,-3232.16918583539,326,29,682,8.5,2.2,5.3,1.1,46.9,100,12.6,51.9,11.6,3.8,10.8,1.6,8.2,1.4,3.6,0.49,3,0.41,SA1,Florianópolis dike swarm,HT,Paraná,15.6333333333333,-5410.34955757621,-3232.16918583539,15.6333333333333,,3.93,,-5410.34955757621,,,,
-28.032867,-48.59864,GS11A,50.81,13.03,14.74,0.18,3.83,7.55,2,1.77,3.55,0.49,0.44,435,10,35,27,,6.28,,47,504,2.1,-3233.04133338796,271,28,548,7.3,1.8,5.2,1.4,38.6,80.2,9.85,43.1,9.5,2.94,8.9,1.41,7.2,1.3,3.8,0.53,3,0.43,SA1,Florianópolis dike swarm,HT,Paraná,12.8666666666667,-5409.97585804562,-3233.04133338796,12.8666666666667,,3.55,,-5409.97585804562,,,,
-28.029686,-48.599351,GS18A,51.82,12.57,16.82,0.2,3.87,7.39,2.86,1.87,3.3,0.53,0.51,371,10,36,22,,6.54,,50,460,3.8,-3232.64226110999,282,29,564,7.8,1.8,5.8,1.4,41.8,88.8,10.8,47.1,10.6,3.2,9.7,1.6,8.3,1.5,4.5,0.63,3.6,0.52,SA1,Florianópolis dike swarm,HT,Paraná,11.6111111111111,-5410.05500620357,-3232.64226110999,11.6111111111111,,3.3,,-5410.05500620357,,,,
-28.032867,-48.59864,GS11C,50.44,13.72,15.15,0.2,5.78,10.23,2.68,0.57,1.51,0.17,0.69,369,47,40,36,,,,21,171,1.4,-3233.04133338796,95,10,121,3,0.4,1.6,0.5,9.1,20.6,2.72,13.5,4.1,1.39,4.8,0.91,5.2,1,3.2,0.46,2.7,0.4,SA3,Florianópolis dike swarm,LT,Paraná,3.37037037037037,-5409.97585804562,-3233.04133338796,,3.37037037037037,,1.51,-5409.97585804562,,,,
-28.029686,-48.599351,GS18C,50.2,13.59,15.32,0.2,5.78,10.33,2.86,0.61,1.55,0.19,0.54,375,46,40,35,,,,16,221,,-3232.64226110999,104,9,140,3,0.4,1.7,0.5,9.4,21.4,2.82,13.6,4.2,1.42,4.9,0.96,5.4,1,3.2,0.48,2.9,0.41,SA3,Florianópolis dike swarm,LT,Paraná,3.24137931034483,-5410.05500620357,-3232.64226110999,,3.24137931034483,,1.55,-5410.05500620357,,,,
-27.629193,-48.446952,VLF01B,53.25,12.5,15.07,0.2,2.96,6.49,3.01,2.26,2.86,0.98,0.66,147,,28,6,,8.36,,54,505,1.9,-3182.49298810458,364,37.3,665,9.93,3.03,5.92,1.31,57,117.1,16.7,71.55,15.41,4.36,13.94,2.01,10.48,2.07,5.16,0.72,4.09,0.62,SA2,Florianópolis dike swarm,HT,Paraná,13.9364303178484,-5393.09002712617,-3182.49298810458,13.9364303178484,,2.86,,-5393.09002712617,,,,
-27.629827,-48.446593,VLF02A,50.92,12.71,14.38,0.16,4.83,8.43,2.59,1.63,3.73,0.47,0.46,335,76,38,75,,6.11,,38,668,1.05,-3182.57222958727,274,28,480,7.25,2.24,4.28,0.9,40.87,82.92,11.34,47.64,10.42,3.17,9.65,1.37,7.07,1.36,3.36,0.45,2.54,0.38,SA1,Florianópolis dike swarm,HT,Paraná,16.0905511811024,-5393.05006342897,-3182.57222958727,16.0905511811024,,3.73,,-5393.05006342897,,,,
-27.885413,-48.573764,VLF02B,50.69,12.81,14.14,0.16,4.92,8.52,2.57,1.57,3.67,0.45,0.7,335,74,39,74,,6.05,,37,660,1,-3214.55499378047,265,27.1,477,7.04,2.22,4.15,0.86,39.56,81.09,10.96,45.92,10,3.05,9.11,1.31,6.81,1.3,3.18,0.43,2.4,0.36,SA1,Florianópolis dike swarm,HT,Paraná,16.4833333333333,-5407.20667439264,-3214.55499378047,16.4833333333333,,3.67,,-5407.20667439264,,,,
-27.887611,-48.57406,VLF03A,49.62,13,15.43,0.17,4.54,7.92,2.74,1.74,3.97,0.59,0.61,369,14,38,49,,6.09,,42,816,2.46,-3214.8303703925,259,29.2,585,6.8,2.41,4.46,1,43.1,92.55,12.16,50.8,10.62,3.3,9.46,1.32,6.78,1.31,3.2,0.43,2.41,0.35,SA1,Florianópolis dike swarm,HT,Paraná,17.8838174273859,-5407.23962496192,-3214.8303703925,17.8838174273859,,3.97,,-5407.23962496192,,,,
-27.887611,-48.57406,VLF03B,48.83,13.03,15.55,0.17,4.74,7.62,3.01,1.52,4.08,0.57,1.35,396,,40,55,,7.15,,37,819,1.01,-3214.8303703925,238,26.9,655,6.09,2.39,3.97,0.91,41.49,85.16,11.5,48.45,10.32,3.22,9.46,1.33,6.94,1.35,3.34,0.45,2.43,0.36,SA1,Florianópolis dike swarm,HT,Paraná,17.0740740740741,-5407.23962496192,-3214.8303703925,17.0740740740741,,4.08,,-5407.23962496192,,,,
-27.892994,-48.57591,VLF05A,50.48,12.42,16.94,0.2,4.02,7.74,2.72,1.6,3.29,0.41,1.08,391,,40,27,,6.82,,62,369,1.38,-3215.50480385316,231,21.1,345,6.3,1.64,3.86,0.9,31.47,68.18,9.15,39.51,8.99,2.69,8.96,1.36,7.4,1.53,3.92,0.55,3.19,0.48,SA1,Florianópolis dike swarm,HT,Paraná,9.86520376175549,-5407.44556601989,-3215.50480385316,,9.86520376175549,3.29,,-5407.44556601989,,,,
-27.407198,-48.404995,VLF09A,51.44,12.42,14.49,0.16,4.23,7.69,2.75,1.89,3.85,0.52,0.63,347,54,34,59,,8.81,,42,670,1.24,-3154.77500041543,306,29.7,586,8.15,,4.83,0.99,46.62,102.5,11.17,55.04,11.81,3.48,10.39,1.55,8.4,1.55,3.82,0.5,2.91,0.42,SA1,Florianópolis dike swarm,HT,Paraná,16.020618556701,-5388.41939525095,-3154.77500041543,16.020618556701,,3.85,,-5388.41939525095,,,,
-27.408064,-48.404489,VLF10A,50.81,12.58,14.62,0.17,4.44,7.53,2.84,1.79,3.7,0.5,1.21,322,44,42,60,,36.5,,60,638,2.47,-3154.88301833193,286,30.7,483,7.52,,4.29,0.88,42.16,92.2,10.15,50.45,10.88,3.26,9.51,1.44,7.65,1.46,3.51,0.46,2.63,0.38,SA1,Florianópolis dike swarm,HT,Paraná,16.0304182509506,-5388.36306758861,-3154.88301833193,16.0304182509506,,3.7,,-5388.36306758861,,,,
-27.749311,-48.498838,VLF23A,50.58,12.52,15.35,0.16,4.32,7.9,2.75,1.75,4.26,0.57,0.77,338,40,33,58,,7.23,,43,746,4.13,-3197.5144217482,310,35.5,572,8.32,,4.25,0.97,45.43,98.99,11.06,54.16,11.43,3.51,9.8,1.45,7.57,1.39,3.47,0.44,2.53,0.37,SA1,Florianópolis dike swarm,HT,Paraná,17.9565217391304,-5398.86595022547,-3197.5144217482,17.9565217391304,,4.26,,-5398.86595022547,,,,
-27.798751,-48.53468,VLF26A,51.31,12.65,14.48,0.16,4.37,8,2.74,1.89,3.86,0.5,0.6,316,52,33,62,,12.3,,48,688,4.2,-3203.70203315675,297,32.4,538,7.91,,4.44,0.97,42.17,87.53,11.38,48.66,10.83,3.37,9.66,1.39,7.36,1.4,3.39,0.46,2.64,0.38,SA1,Florianópolis dike swarm,HT,Paraná,15.9734848484848,-5402.85586341448,-3203.70203315675,15.9734848484848,,3.86,,-5402.85586341448,,,,
-27.442878,-48.418298,VLF27A,52.23,12.59,14.46,0.18,3.65,7.15,2.75,2.04,3.48,0.59,1.04,313,37,31,48,,12.5,,63,637,1.98,-3159.226147282,324,33.9,578,8.19,,5.36,1.1,50.16,102.8,13.3,56.22,12.37,3.72,11.1,1.58,8.46,1.61,3.97,0.55,3.07,0.45,SA1,Florianópolis dike swarm,HT,Paraná,16.3387622149837,-5389.90027843698,-3159.226147282,16.3387622149837,,3.48,,-5389.90027843698,,,,
-27.40679,-48.405348,VLF08A,50.91,12.48,14.94,0.17,4.28,7.87,2.45,2.02,3.99,0.55,0.66,348,57,38,61,,11.5,,153,730,8.85,-3154.72411005378,325,35.5,621,8.84,,4.89,1.08,48.41,105.92,11.71,57.14,12.16,3.6,10.3,1.54,8.14,1.52,3.63,0.48,2.76,0.4,SA1,Florianópolis dike swarm,HT,Paraná,17.5398550724638,-5388.4586910312,-3154.72411005378,17.5398550724638,,3.99,,-5388.4586910312,,,,
-27.702023,-49.454483,VLF10B,51.29,12.29,16.46,0.19,4.01,7.75,2.82,1.57,3.26,0.42,0.2,422,27,44,31,,3.9,,50,415,1.94,-3191.59879701627,261,27.6,385,5.54,,3.18,0.72,34.68,77.97,9.81,44.42,9.87,3.05,8.49,1.31,6.87,1.26,3.1,0.39,2.26,0.32,SA1,Florianópolis dike swarm,HT,Paraná,15.3451327433628,-5505.24786500461,-3191.59879701627,15.3451327433628,,3.26,,-5505.24786500461,,,,
-27.749311,-48.498838,VLF23B,48.52,12.28,17.72,0.11,4.7,7.28,3.56,1.35,3.29,0.41,1.56,438,,48,52,,2.69,,28,426,0.61,-3197.5144217482,206,19.3,375,5.47,,2.82,0.62,26.56,56.83,7.7,34.51,8.3,2.67,8.19,1.22,6.72,1.36,3.43,0.48,2.72,0.41,SA1,Florianópolis dike swarm,HT,Paraná,9.76470588235294,-5398.86595022547,-3197.5144217482,,9.76470588235294,3.29,,-5398.86595022547,,,,
-27.629193,-48.446952,VLF01A,48.74,16.2,12.17,0.16,5.74,11.03,2.71,0.57,1.56,0.16,1.27,290,168,38,76,,1.46,,21,323,1.08,-3182.49298810458,113,9.5,176,2.98,0.79,1.16,0.5,12.08,25.45,3.78,17.23,4.47,1.5,4.93,0.79,4.48,0.96,2.49,0.37,2.18,0.34,SA3,Florianópolis dike swarm,LT,Paraná,5.54128440366972,-5393.09002712617,-3182.49298810458,,5.54128440366972,,1.56,-5393.09002712617,,,,
-27.885413,-48.573764,VLF02C,49.25,16.57,12.04,0.16,5.45,11.76,2.55,0.48,1.56,0.16,0.5,289,155,40,73,,2.85,,9,292,0.4,-3214.55499378047,115,9.3,157,2.92,0.98,1.2,0.28,12.05,26.48,3.71,16.68,4.28,1.43,4.54,0.74,4.15,0.89,2.3,0.34,2.02,0.3,SA3,Florianópolis dike swarm,LT,Paraná,5.96534653465347,-5407.20667439264,-3214.55499378047,,5.96534653465347,,1.56,-5407.20667439264,,,,
-27.883072,-48.575552,REF01C,49.43,13.21,15.75,0.18,4.19,7.74,2.82,1.68,4.54,0.53,0.14,316,37,32,60,,13.38,,38,762,1.78,-3214.26170761321,290,34.1,546,7.67,0.95,3.67,0.81,41.11,85.08,11.44,49.32,10.53,3.3,9.76,1.39,7.27,1.36,3.31,0.44,2.53,0.38,SA1,Florianópolis dike swarm,HT,Paraná,16.2490118577075,-5407.40571364218,-3214.26170761321,16.2490118577075,,4.54,,-5407.40571364218,,,,
-27.879028,-48.575988,REF04N,49.37,13.53,15.74,0.16,3.8,7.74,2.92,1.71,4.92,0.68,0.01,315,37,28,54,,7.43,,37,805,0.83,-3213.75508056081,297,35.6,574,3.45,2.1,3.74,0.8,45.96,116.34,14.31,59.82,12.62,3.65,11.27,1.56,7.8,1.51,3.63,0.46,2.58,0.39,SA1,Florianópolis dike swarm,HT,Paraná,17.8139534883721,-5407.45424894017,-3213.75508056081,17.8139534883721,,4.92,,-5407.45424894017,,,,
-27.879028,-48.575988,REF04S,49.33,12.74,16.2,0.2,4.81,8.37,2.76,1.39,4.46,0.35,0.01,357,,32,32,,4.34,,32,623,0.61,-3213.75508056081,192,19.2,411,5.78,1.1,3,0.69,23.91,52.69,7.24,31.93,7.34,2.65,7.01,1.06,5.79,1.14,2.9,0.4,2.41,0.36,SA1,Florianópolis dike swarm,HT,Paraná,9.92116182572614,-5407.45424894017,-3213.75508056081,,9.92116182572614,4.46,,-5407.45424894017,,,,
-27.879028,-48.575988,REF04W,49.6,13.15,16.06,0.19,4.38,8.33,2.79,1.45,4.51,0.55,,,,,23,,5.63,,127,538,0.58,-3213.75508056081,215,24.4,732,5.78,,4.06,1.04,31.7,63.77,9.47,41.4,9.25,2.86,8.64,1.26,6.76,1.32,3.31,0.46,2.63,0.4,SA1,Florianópolis dike swarm,HT,Paraná,12.0532319391635,-5407.45424894017,-3213.75508056081,12.0532319391635,,4.51,,-5407.45424894017,,,,
-27.892994,-48.57591,REF05B,48.79,12.3,16.38,0.19,4.67,7.83,2.74,1.56,4.5,0.59,0.54,335,66,35,71,,14.51,,41,655,1.41,-3215.50480385316,307,32,517,8.82,,4.45,0.97,42.11,106.98,13.29,55.98,12.07,3.37,10.94,1.57,7.98,1.58,3.86,0.5,2.87,0.44,SA1,Florianópolis dike swarm,HT,Paraná,14.6724738675958,-5407.44556601989,-3215.50480385316,14.6724738675958,,4.5,,-5407.44556601989,,,,
-27.904355,-48.585244,REF06F,50.7,12.81,14.91,0.17,4.34,8.13,2.72,1.7,3.94,0.5,0.35,334,19,38,53,,4.15,,33,700,0.95,-3216.92832929465,285,28.2,506,7.37,2.22,3.88,0.82,40.99,80.08,11.5,49.12,10.82,3.36,9.91,1.42,7.38,1.39,3.43,0.46,2.56,0.38,SA1,Florianópolis dike swarm,HT,Paraná,16.01171875,-5408.48462214695,-3216.92832929465,16.01171875,,3.94,,-5408.48462214695,,,,
-27.904355,-48.585244,REF06G,50.47,12.81,14.92,0.17,4.51,8.27,2.62,1.59,3.86,0.53,0.43,356,43,35,62,,7.04,,37,694,0.87,-3216.92832929465,279,28.1,472,7.5,2.26,3.76,0.84,39.13,77.88,11.4,48.96,10.97,3.45,10.2,1.46,7.57,1.43,3.51,0.47,2.66,0.39,SA1,Florianópolis dike swarm,HT,Paraná,14.7105263157895,-5408.48462214695,-3216.92832929465,14.7105263157895,,3.86,,-5408.48462214695,,,,
-27.885413,-48.573764,REF02C,47.59,13.09,18.65,0.21,4.45,8.02,2.8,1.11,3.78,0.39,0.4,440,47,39,58,,5.49,,26,594,0.82,-3214.55499378047,199,20,353,5.74,1.6,2.98,0.71,24.7,63.26,8.08,35.34,8.09,2.72,7.52,1.2,6.34,1.32,3.35,0.46,2.72,0.42,SA1,Florianópolis dike swarm,HT,Paraná,9.08088235294118,-5407.20667439264,-3214.55499378047,,9.08088235294118,3.78,,-5407.20667439264,,,,
-27.887611,-48.57406,REF03A,51.73,12.86,13.84,0.16,4.81,7.64,2.84,1.9,3.53,0.43,1.07,348,76,,81,,,,146,640,,-3214.8303703925,270,31,534,7.3,,4.5,1.1,37.7,81.8,10.1,44.3,10,3.2,9.1,1.4,7,1.2,3.2,0.44,2.6,0.34,SA1,Florianópolis dike swarm,HT,Paraná,14.5,-5407.23962496192,-3214.8303703925,14.5,,3.53,,-5407.23962496192,,,,
-27.879028,-48.575988,REF04Z,51.06,12.8,15.01,0.17,4.86,8.55,2.75,1.54,3.89,0.5,,359,55,37,65,,5.03,,29,696,0.52,-3213.75508056081,269,27.4,460,4.92,2.27,3.52,0.73,37.55,74.68,10.96,47.11,10.58,3.33,9.9,1.42,7.38,1.39,3.38,0.45,2.53,0.38,SA1,Florianópolis dike swarm,HT,Paraná,14.8418972332016,-5407.45424894017,-3213.75508056081,14.8418972332016,,3.89,,-5407.45424894017,,,,
-27.885413,-48.573764,REF02B,58.02,12.77,11.7,0.17,2.53,4.46,3.2,3.44,2.16,0.66,1.04,109,19,17,22,,26.9,,110,438,1.61,-3214.55499378047,558,49.3,907,14.09,,16.38,6.14,90.59,183.52,21.31,83.99,16.57,3.4,14.48,2.05,11.06,2.07,5.29,0.72,4.47,0.64,SA2,Florianópolis dike swarm,ER,Paraná,20.2662192393736,-5407.20667439264,-3214.55499378047,20.2662192393736,,2.16,,-5407.20667439264,,,,
-27.887611,-48.57406,REF03B,58.15,12.63,11.39,0.16,2.52,4.57,3.18,3.37,2.11,0.75,1.08,103,17,17,21,,17.12,,108,455,1.96,-3214.8303703925,534,60.6,885,13.99,,17.8,6.08,89.11,179.22,21.62,84.4,16.88,3.41,14.46,2.02,10.88,2.11,5.19,0.73,4.48,0.65,SA2,Florianópolis dike swarm,ER,Paraná,19.890625,-5407.23962496192,-3214.8303703925,19.890625,,2.11,,-5407.23962496192,,,,
-27.892994,-48.57591,REF05C,57.2,12.94,12.06,0.17,2.57,4.54,3.45,3.24,2.19,0.71,1.24,105,21,16,22,,22.96,,120,433,1.21,-3215.50480385316,495,49.7,877,12.95,,14.81,5.38,102.08,195.3,23.14,91.66,18.34,3.66,16.27,2.32,12.63,2.37,5.98,0.81,4.92,0.7,SA2,Florianópolis dike swarm,ER,Paraná,20.7479674796748,-5407.44556601989,-3215.50480385316,20.7479674796748,,2.19,,-5407.44556601989,,,,
